0,0.027938529161265293
1,0.6868205335484086
2,0.6940154894406746
3,0.6980746055368288
4,0.7235699067345508
5,0.7391845396135723
6,0.7562409924902034
7,0.7673242879879143
8,0.7683875888412305
9,0.7712052463304003
10,0.7718248036090305
11,0.7729316040404077
12,0.7732568783445977
13,0.7779165998280007
14,0.7785266512369012
15,0.7788481251881346
16,0.7798133849149287
17,0.7828200625839332
18,0.7831460949637783
19,0.7995434908302674
20,0.7997245212916821
21,0.8001447146476557
22,0.8035181413389371
23,0.8039514713480421
24,0.8043104002214541
25,0.8047471515456877
26,0.8047512212149949
27,0.8052019969388509
28,0.8052342051795202
29,0.8058517774968955
30,0.8060060957661419
31,0.8061301508572553
32,0.8063354696636778
33,0.8064114866974782
34,0.8151431517150977
35,0.8153281421243433
36,0.815610954217158
37,0.8158318833972714
38,0.8158334394473007
39,0.8158406212166663
40,0.8158406212166663
41,0.815992695182986
42,0.8160405437213851
43,0.8160570218922076
44,0.8186273771482044
45,0.8186590467561713
46,0.8187383155355455
47,0.8188413639512643
48,0.821493731023546
49,0.8216244791247213
50,0.8216236312769488
51,0.8217061418272172
52,0.822018109908721
53,0.8222709081903952
54,0.8222709081903952
55,0.8223615481045984
56,0.8223853676396613
57,0.8224286178507304
58,0.8236446011258259
59,0.8238357558871107
60,0.8243143609672593
61,0.8243799245367607
62,0.824585133621707
63,0.8246996928177702
64,0.8247745527887285
65,0.8248097933320188
66,0.8248630381721221
67,0.8248630381721221
68,0.8248630381721221
69,0.8248782196345869
70,0.8249547753010896
71,0.8250384329395205
72,0.8250836980358841
73,0.8252684490528176
74,0.8266231501981482
75,0.8266435184940437
76,0.8266214644772832
77,0.8266436880635983
78,0.8266471393027657
79,0.8267372405842667
80,0.8268281398401416
81,0.8268512312235883
82,0.8268624427635426
83,0.8268624427635426
84,0.8270459668948762
85,0.8270826737160788
86,0.8270826737160788
87,0.8270826737160788
88,0.8271322378993821
89,0.8271355095943153
90,0.8273988411377257
91,0.8274004171371142
92,0.8274004171371142
93,0.8274880247486965
94,0.8274729729570675
95,0.8274683846044171
96,0.8274657413143035
97,0.8284419133406613
98,0.8283736965063666
99,0.8284316793193152
100,0.8284773434028657
